Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Burscough Bridge,12.81944025,20.62606624,24.59521582,28.8032547,33.31428752,37.56357316,42.27218837,48.74946569,55.81965447,63.31860736,71.09287271,79.79228601,88.67284607,97.90269406,108.0602881,117.6574396,126.5091825,132.8351438,138.4024941,144.5392665,151.8853838,158.6348862,164.1233064,167.5725799,170.7419763,173.8695747,176.5242784,176.2264782
Bury Town Centre,18.80410422,30.34357843,36.29266737,42.60911115,49.38190031,55.80893522,62.95216888,72.76036735,83.49543994,94.96446066,106.9606874,120.4503779,134.2661553,148.734196,164.7630376,180.0940681,194.3565247,204.7656131,214.0164145,224.1739185,236.2281994,247.5469546,256.887263,263.0712293,268.8401156,274.5659032,279.5652032,279.8932422
Campbell St,9.36086112,15.05702939,17.94333588,20.99982067,24.27170627,27.35403146,30.76761352,35.46742784,40.59506358,46.05724973,51.74374231,58.12250244,64.63369115,71.42100389,78.928345,86.07539954,92.68735144,97.44657893,101.6453344,106.267799,111.779529,116.9021356,121.0874536,123.7755778,126.2622219,128.722912,130.8379998,130.7663104
Cannon St,21.26084954,34.32227953,41.08663659,48.29272153,56.05187967,63.43019327,71.64577286,82.94363117,95.35408501,108.6104109,122.4440785,137.9787584,153.9186602,170.5647314,188.915575,206.3535666,222.5282262,234.2735587,244.662455,256.044091,269.5529511,282.2627622,292.6685514,299.463363,305.7741843,312.0250395,317.4401854,317.5463507
Capontree,12.8005543,20.61469465,24.61650669,28.848267,33.36581866,37.6223099,42.3350928,48.80780613,55.86116801,63.36359776,71.14978962,79.86349132,88.73721866,97.95994116,108.1340937,117.7651213,126.6234019,132.9155395,138.4130235,144.4550587,151.6722879,158.351284,163.7236825,167.0500889,170.0872153,173.0726937,175.5778789,175.1396431
Carleton,5.344909727,8.587001696,10.23254467,11.96254728,13.80146736,15.52669465,17.43084086,20.05128768,22.89765146,25.91393793,29.03946835,32.5297314,36.07099741,39.74663228,43.79682672,47.61426362,51.10780971,53.55895929,55.68471832,58.02319009,60.82418989,63.38571723,65.41988077,66.62841385,67.71512422,68.77508137,69.63839439,69.33110701
Carlisle North,8.405924242,13.53734826,16.16527578,18.94420673,21.9108124,24.70598377,27.80079476,32.05132459,36.68315726,41.60988579,46.72295647,52.44510839,58.27234665,64.32876458,71.00997176,77.33451732,83.15161194,87.28356047,90.89367243,94.86138266,99.60082445,103.986817,107.5147872,109.6991864,111.6936199,113.6541369,115.299253,115.0114704
Carr St,10.23140741,16.5934422,19.94194038,23.51865253,27.37800861,31.0689226,35.18593927,40.82964605,47.03734126,53.69264687,60.6738371,68.53945142,76.6345362,85.11792729,94.50879275,103.5094135,111.915776,118.1130874,123.6383711,129.6730608,136.7987826,143.6058289,149.2395874,153.0506954,156.6282719,160.1882299,163.3311234,163.7472934
Castleton,7.910455025,12.77972317,15.29530039,17.97424057,20.85562741,23.59409545,26.64053523,30.82121118,35.40248713,40.30104944,45.42433086,51.18648908,57.0964877,63.27902835,70.12896204,76.687802,82.79585773,87.26463616,91.23890455,95.59969251,100.7704156,105.6496727,109.6815462,112.3698603,114.8843024,117.3836457,119.5755404,119.7714855
Catterall Waterworks,2.191659059,3.53112236,4.214057973,4.939388841,5.719178501,6.45769117,7.276914523,8.403231996,9.634535983,10.94629601,12.31474544,13.85075314,15.42065038,17.05750822,18.86575171,20.58565502,22.17473207,23.31856823,24.32424079,25.4282177,26.74158443,27.97754226,28.98287253,29.63045125,30.23035336,30.82458634,31.33658627,31.3252479
Cecil St,24.65488955,39.52035608,46.93898877,54.78141425,63.16321226,71.03245674,79.75896158,91.80012044,104.9252158,118.8881032,133.4178527,149.7131676,166.3334148,183.6389902,202.7653345,220.9243648,237.6747448,249.6292761,260.1131416,271.6352144,285.3920812,298.215917,308.5929325,315.143255,321.1737854,327.1320942,332.2068041,331.7295886
Central Manchester,14.81302164,23.76584084,28.27319916,33.02451279,38.08975313,42.83116573,48.07095366,55.29498106,63.15888331,71.93936437,81.10225445,91.39182969,101.9498084,112.9755266,125.1304205,136.6806764,147.3941496,155.1738067,162.0550125,169.5937711,178.5415211,186.9600118,193.8524069,198.3530291,202.5330747,206.6734011,210.2601857,210.3305056
Chadderton,8.776962498,13.985505,16.51073148,19.13461163,21.89108138,24.41670874,27.17688518,30.99293465,35.08797615,39.36221367,43.71316171,48.52520942,53.31579817,58.19218423,63.49915383,68.35302605,72.62603722,75.31355356,77.45695418,79.81168161,82.70786735,85.22003299,86.92468931,87.46987483,87.80650491,88.06110097,88.0191555,86.47463187
Chamberhall,20.15702142,32.5271907,38.90448042,45.67591887,52.93694104,59.82738691,67.48573759,78.00122573,89.51058834,101.8069381,114.6683939,129.1309781,143.9434216,159.4547961,176.6394639,193.0761531,208.3672787,219.5272677,229.4453998,240.3355389,253.2591956,265.3951976,275.4099341,282.0408959,288.2269856,294.3670046,299.7282743,300.0814787
Chapel Wharf,6.241666904,10.11799367,12.15485073,14.32994143,16.67641726,18.91919786,21.42045747,24.85033185,28.62246194,32.66509455,36.90349705,41.67728204,46.58887782,51.73429692,57.42781826,62.88017186,67.96913286,71.7153607,75.0528356,78.69907258,83.00663836,87.11563545,90.51294515,92.80371378,94.95205575,97.0889394,98.97233406,99.20315133
Chassen Rd,11.6779595,18.61751459,21.9926493,25.4979763,29.1745548,32.54351391,36.22292692,41.2991428,46.73962102,52.42605023,58.20578564,64.60291216,70.95190943,77.41544408,84.46236894,90.91037896,96.58551971,100.1515777,103.0007434,106.1421169,110.0125158,113.334659,115.597821,116.3178404,116.7594391,117.0909509,117.0272525,114.9651021
